returns_binned,SMA_ratio_binned,MACD_hist_binned,RSI_binned,SO_diff_binned,Profit
0,2,3,2,2,-0.576317310333252
3,2,3,3,2,5.794227123260387
0,2,3,2,1,-1.4550089836119495
0,2,3,2,0,-0.967562198638805
3,2,3,2,2,1.743018627166637
3,2,3,3,3,1.7493367195129395
1,2,3,3,2,-0.2920031547547497
1,2,3,3,1,-0.1946091651916504
2,2,3,3,1,0.2918839454651989
0,2,3,3,0,-1.263439655303955
0,2,3,2,0,-1.453876495361217
3,2,3,2,1,0.677943229675182
0,2,2,2,0,-0.774681568145752
3,2,2,2,2,1.4535188674925648
0,2,1,3,1,-0.4849433898923561
2,2,1,3,0,0.2908706665037952
0,2,1,3,0,-1.259446144104004
2,2,0,3,1,0.09673833847057
1,2,0,3,3,-0.2902746200563744
0,2,0,2,1,-0.96619129180886
3,2,0,2,2,1.1597275733946644
3,2,0,1,3,0.6777644157409668
3,2,1,2,3,3.69584560394276
3,2,2,3,3,0.7815957069398083
0,2,3,2,0,-1.1720061302186169
1,2,2,2,0,-0.2924799919127308
1,2,2,2,1,0.0
3,2,2,2,2,0.4876255989075817
1,2,2,2,2,-0.19514560699485095
1,2,2,2,1,-0.09745359420754163
1,2,2,3,1,0.0
3,2,2,3,3,1.3672709465025745
1,2,2,3,2,-0.09781122207641602
3,2,2,3,2,0.8807182312010609
0,2,2,3,0,-0.6852149963376686
1,3,2,3,0,-0.39100646972678454
2,3,1,3,0,0.09775161743164062
0,3,1,3,0,-0.6838440895080566
0,3,0,3,0,-0.5853772163390003
0,3,0,3,0,-1.071453094482533
1,3,0,2,1,-0.3889799118039772
1,3,0,2,1,0.0
3,3,0,1,3,0.7783770561217151
0,3,0,0,1,-0.6811618804931641
3,3,0,1,3,0.6811618804931641
3,3,0,2,3,0.8770227432249866
3,3,3,3,3,9.55355167388927
0,3,3,3,3,-1.29103660583485
